SubmissionDate,duration,caseid,enumname,v2_03,v2_03_1,v2_03_2,v2_03_3,v2_03_4,v2_03_5,v2_03_6,v2_03_7,v2_03_8,v2_03__44,v2_03_oth,v2_04c,v2_04b,v2_04a,v2_06_years,v2_06_months,QQ1,QQ1_1,QQ1_2,QQ1_3,QQ1_4,QQ1_5,QQ1_6,QQ1_7,QQ1_8,QQ1_9,QQ1__44,QQ1_8888,QQ1_9999,QQ1_oth,QQ2,QQ2_1,QQ2_2,QQ2_3,QQ2_4,QQ2_5,QQ2_6,QQ2_7,QQ2_8,QQ2_9,QQ2_10,QQ2__44,QQ2_8888,QQ2_9999,QQ2_oth,QQ3,QQ3_1,QQ3_2,QQ3_3,QQ3_4,QQ3_5,QQ3_6,QQ3_7,QQ3_8,QQ3_9,QQ3__44,QQ3_8888,QQ3_9999,QQ3_oth,QQ4,QQ4_1,QQ4_2,QQ4_3,QQ4_4,QQ4_8888,QQ4_oth,QQ5,QQ5a,QQ5a_date,QQ5b,QQ5b_1,QQ5b_2,QQ5b_3,QQ5b_4,QQ5b_5,QQ5b_6,QQ5b__44,QQ5b_8888,QQ5b_9999,QQ5b_oth,QQ5c,QQ5c_1,QQ5c_2,QQ5c_3,QQ5c_4,QQ5c_5,QQ5c_6,QQ5c__44,QQ5c_8888,QQ5c_9999,QQ5c_oth,QQ5c_1,QQ5c_2,v3_04,v3_04_1,v3_04_2,v3_04_3,v3_04_4,v3_04_5,v3_04_6,v3_04_7,v3_04__44,v3_04_8888,v3_04_9999,v3_04_8,v3_04_oth,QQ6,QQ6_1,QQ6_2,QQ6_3,QQ6_4,QQ6_5,QQ6_6,QQ6_7,QQ6_8,QQ6_9,QQ6_10,QQ6_11,QQ6_12,QQ6__44,QQ6_8888,QQ6_9999,QQ6_oth,QQ_comments,v4_10a,v4_10a_add,v5_05,v5_05_oth,v5_07,v5_07_1,v5_07_2,v5_07_3,v5_07_4,v5_07_5,v5_07_6,v5_07_7,v5_07__44,v5_07_8888,v5_07_9999,v5_07_oth,v5_09,v5_09_1,v5_09_2,v5_09_3,v5_09_4,v5_09_5,v5_09_6,v5_09_7,v5_09_8,v5_09_9,v5_09__44,v5_09_8888,v5_09_9999,v5_09_oth,v5_10,v5_10_1,v5_10_2,v5_10_3,v5_10_4,v5_10__44,v5_10_8888,v5_10_9999,v5_10_oth,v5_comments,v4_11a,v4_11b,v4_11b_1,v4_11b_2,v4_11b_3,v4_11b_4,v4_11b_5,v4_11b_6,v4_11b__44,v4_11b_8888,v4_11b_9999,v4_11b_oth,v4_13c,v4_13c_1,v4_13c_2,v4_13c_3,v4_13c_4,v4_13c_8888,v4_13c_9999,v4_13a,v4_13d_yn,v4_13d_mins,v4_13d_hours,v4_13d_days,v4_13b_yn,v4_13b,v4_13e,v4_13f_yn,v4_13f_mins,v4_13f_hours,v4_13f_days,v4_03,v4_03_1,v4_03_2,v4_03_3,v4_03_4,v4_03_5,v4_03_6,v4_03_7,v4_03__44,v4_03_8888,v4_03_9999,v4_03_oth,v4_03a,v4_04,v4_04_1,v4_04_2,v4_04_3,v4_04__44,v4_04_8888,v4_04_9999,v4_04_oth,v4_07,v4_07_1,v4_07_2,v4_07_3,v4_07_4,v4_07_5,v4_07_6,v4_07_7,v4_07__44,v4_07_8888,v4_07_9999,v4_07_oth,v4_comments,v3_01a,v3_01b,v3_01b_1,v3_01b_2,v3_01b_3,v3_01b_4,v3_01b__44,v3_01b_8888,v3_01b_9999,v3_01b_oth,v3_02a,v3_02,v3_05,v3_05_1,v3_05_2,v3_05_3,v3_05_4,v3_05__44,v3_05_8888,v3_05_9999,v3_05_5,v3_05_oth,v3_06,v3_06_1,v3_06_2,v3_06_3,v3_06_4,v3_06_5,v3_06_8888,v3_06__44,v3_06_9999,v3_06_oth,v3_07,v3_07_1,v3_07_2,v3_07_3,v3_07_4,v3_07_5,v3_07_6,v3_07_7,v3_07_8,v3_07_9,v3_07_10,v3_07_11,v3_07_12,v3_07__44,v3_07_8888,v3_07_9999,v3_07_oth,v3_comments,v4_01,v4_01_1,v4_01_2,v4_01_3,v4_01_4,v4_01_5,v4_01_6,v4_01_7,v4_01_8,v4_01_9,v4_01__44,v4_01_8888,v4_01_9999,v4_01_oth,v4_08a,v4_08b,v4_08b_1,v4_08b_2,v4_08b_3,v4_08b_4,v4_08b_5,v4_08b__44,v4_08b_8888,v4_08b_9999,v4_08b_oth,v4_09,v4_09_oth,v4_12a,v4_12b,v4_12b_1,v4_12b_2,v4_12b_3,v4_12b_4,v4_12b_5,v4_12b_6,v4_12b__44,v4_12b_8888,v4_12b_9999,v4_12b_oth,v5_03,v5_03_1,v5_03_2,v5_03_0,v5_03__44,v5_03_oth,v5_06,v5_06_1,v5_06_2,v5_06_3,v5_06_4,v5_06_5,v5_06_6,v5_06__44,v5_06_8888,v5_06_9999,v5_06_oth,v5_04,v5_04_1,v5_04_2,v5_04_3,v5_04_4,v5_04_5,v5_04_6,v5_04_7,v5_04_8,v5_04_9,v5_04_10,v5_04__44,v5_04_8888,v5_04_9999,v5_04_oth,endinfo_2,endinfo_3,endinfo_3a,askinfo,info_count,askinfo_loop_count,endinfo_comment
6/24/21 15:13,2465,6426,-1,8,0,0,0,0,0,0,0,1,0,,38,-1,-1,5,,1 2 8 -44,1,1,0,0,0,0,0,1,0,1,0,0,Jui dukhne,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,,Mar-44,0,0,1,0,0,0,0,0,0,1,0,0,"Hausala badhaunu parcha, kotha ma hawa lagne huna paryo , safasugar rakhne",1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,0,0,0,0,0,0,0,1,0,0,0,Mutu sambandi birami le,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,2,,5 6 -44,0,0,0,0,1,1,0,1,0,0,Aafu surakhshit bhayera kaam garnus,9,0,0,0,0,0,0,0,0,1,0,0,0,,Mar-44,0,0,1,0,1,0,0,Infrared thermometer (nachoyikana thermometer prayog garna ko lagi),,1,,,,,,,,,,,,2,0,1,0,0,0,0,,,,,,,,1,1,30,,,1,1,0,0,0,0,0,0,0,0,0,,2,8888,0,0,0,0,1,0,,2,0,1,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,2,1,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,-44,0,0,0,0,0,0,0,0,0,1,0,0,Kei ashar parya chaina,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,-44,0,0,0,0,0,0,1,0,0,"Quarantine ma rakhna ko lagi subidha ra khana ko bebasta garauthye, safa ra surakshit roop ma rakhne",1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,Number of phc is of ANM (she said me later)
6/24/21 15:15,1255,10642,-1,4,0,0,0,1,0,0,0,0,0,,28,-1,-1,14,,2 4 7 -44,0,1,0,1,0,0,1,0,0,1,0,0,haadjorni problem,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,3 8 -44,0,0,1,0,0,0,0,1,0,1,0,0,hela nagarne,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,,1 5 8 10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,5,,8888,,-44,0,0,0,0,0,0,0,1,0,0,"aafu safa basne
no crowd",-44,0,0,0,0,0,0,0,0,0,1,0,0,naterne,-44,0,0,0,0,1,0,0,vaccine for all,,1,,,,,,,,,,,,1,1,0,0,0,0,0,2,0,,,,1,1,,,,,,Feb-44,0,1,0,0,0,0,0,1,0,0,,1,1 2,1,1,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,2,1,1,1,0,0,0,0,0,0,0,,1 2 -44,1,1,0,0,0,0,1,0,"garho huncha ki nai
kaam garcha ki naii",1 5 7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,2 7,0,1,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3 6,0,0,1,0,0,1,0,0,0,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 15:29,2393,1429,-1,8,0,0,0,0,0,0,0,1,0,,37,-1,-1,26,,2 3 -44,0,1,1,0,0,0,0,0,0,1,0,0,"Rugha lagney, jui dukhney,",1 3 5 7,1,0,1,0,1,0,1,0,0,0,0,0,0,,2 3 4 -44,0,1,1,1,0,0,0,0,0,1,0,0,"Mask, sanitizer lagauney",1,1,0,0,0,0,,1,3,,Apr-44,0,0,0,1,0,0,1,0,0,"Mask lagauney, sanitizer lagauney, duri kayam garney",1,1,0,0,0,0,0,0,0,0,,,,3 6 -44,0,0,1,0,0,1,0,1,0,0,0,Dirgha rogi harule lagauna vayena,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,,2,,Mar-44,0,0,1,0,0,0,0,1,0,0,Duri kayam garney,-44,0,0,0,0,0,0,0,0,0,1,0,0,"Jachauna januparcha vanera sikauda ultai tharkauney,",1,1,0,0,0,0,0,0,,"Khop sabailai upalabdha vaye ramro, Training vaye sikauna sajilo huntheo",1,,,,,,,,,,,,1,1,0,0,0,0,0,2,1,,,7,1,3,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,2,0,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,2,2,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1 5 6 -44,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"District, palika",,6,0,0,0,0,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,Jan-44,1,0,0,0,0,0,1,0,0,Quarantine ma rakhni,2 9,0,1,0,0,0,0,0,0,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 15:33,1201,8797,-1,-44,0,0,0,0,0,0,0,0,1,Madhesi,47,-1,-1,4,,1 2 -44,1,1,0,0,0,0,0,0,0,1,0,0,"Throat pain, eye infection, stomach swelling",1 3 6 7,1,0,1,0,0,1,1,0,0,0,0,0,0,,2 3 8,0,1,1,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5 6 -44,0,0,0,1,1,1,0,1,0,0,0,"Heart patient, person on medication",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,1,,-44,0,0,0,0,0,0,0,1,0,0,Safety awareness dinu bhannu huncha,2 4 -44,0,1,0,1,0,0,0,0,0,1,0,0,"Madhesi samaj ka haru khop lagauna maanenan
PPE chaina",Mar-44,0,0,1,0,1,0,0,Provide ppe,,1,,,,,,,,,,,,1,1,0,0,0,0,0,1,8888,,,,1,1,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,,1,1 2,1,1,0,0,0,0,,1 3,1,0,1,0,0,0,0,0,0,0,,,2,,,,,,,,,,5,2,4,0,0,0,1,0,0,0,0,,-44,0,0,0,0,0,0,1,0,Kehi sodhdainan.. Maamdainan lagauna madhesi samaaj ka haru,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 7,0,1,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,0,,1,2 3,0,1,1,0,0,0,0,0,0,,1 2,1,1,0,0,,1 3 -44,1,0,1,0,0,0,1,0,0,Quarantine center for those coming from other places,1 8 -44,1,0,0,0,0,0,0,1,0,0,1,0,0,Ghar mai basnu parcha,-1,-1,-1,-1,-1,-1,
6/24/21 15:49,1807,678,-1,8,0,0,0,0,0,0,0,1,0,,49,-1,-1,26,,1 2 4 5,1,1,0,1,1,0,0,0,0,0,0,0,,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,,2 3 4 -44,0,1,1,1,0,0,0,0,0,1,0,0,hela nagarne,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6 7 -44,0,0,0,0,0,1,1,1,0,0,0,dirgha rogi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,1,,-44,0,0,0,0,0,0,0,1,0,0,"jhol khane
alchi nagarne
stress naline
immunity badaune
besar pani",Jun-44,0,0,0,0,0,1,0,0,0,1,0,0,"no medicine
econonic crisis",1 2 -44,1,1,0,0,1,0,0,"vaccine
awareness poster
medicines ko information",,1,,,,,,,,,,,,1,1,0,0,0,0,0,2,0,,,,1,1,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,,1,1 2,1,1,0,0,0,0,,4,0,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,4,1,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,-44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,vaccine lagauda tya ko doctor le,,2 6,0,1,0,0,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,6,0,0,0,0,0,1,0,0,0,,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 15:52,2186,11793,-1,8,0,0,0,0,0,0,0,1,0,,55,-1,-1,9,,1 2 6 7 -44,1,1,0,0,0,1,1,0,0,1,0,0,Sarir dukhne,1 3 5 7 -44,1,0,1,0,1,0,1,0,0,0,1,0,0,Sanitizer prayog garne,3 8 -44,0,0,1,0,0,0,0,1,0,1,0,0,Birami lai chuttai (isolate garera rakhne),1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,,2,,5 6 -44,0,0,0,0,1,1,0,1,0,0,Tada bata aafu surakhshit bhayera kaam garnus,1 5,1,0,0,0,1,0,0,0,0,0,0,0,,Mar-44,0,0,1,0,1,0,0,Aafulai pcr prasikshan garna sahaj banaidiye hune,,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,4,8888,,,,1,4,1,1,15,,,1 2,1,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,3,0,0,1,0,0,0,0,0,0,0,,Manche le nabujhera garo ra daar manchan bujhaye pachi bujhchan,1,,,,,,,,,,2,2,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,18 barsha muniko lagi Khop kahile aaucha?,2 8,0,1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,Jan-44,1,0,0,0,0,0,1,0,0,Bahira bata aako lai isolation ma rakhna parch,1 9 -44,1,0,0,0,0,0,0,0,1,0,1,0,0,Saman haru (ghar banaune saman ) napaune,-1,-1,-1,-1,-1,-1,
6/24/21 15:57,1895,9502,-1,8,0,0,0,0,0,0,0,1,0,,40,-1,-1,24,,1 2 3 5 6 -44,1,1,1,0,1,1,0,0,0,1,0,0,Jui dukhnu,1 3 5 -44,1,0,1,0,1,0,0,0,0,0,1,0,0,Sanitizer prayog garne,Mar-44,0,0,1,0,0,0,0,0,0,1,0,0,Chuttai rakhnu paryo(isolate garera rakhnu paryo,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2 6,0,1,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,1,,5 6,0,0,0,0,1,1,0,0,0,0,,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,,3,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,2,8888,,,,1,7,2,8888,,,,1 4,1,0,0,1,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,,6,0,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,6,3,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1 8 10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,2 3,0,1,1,0,0,0,0,0,0,,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 16:05,1638,6407,-1,8,0,0,0,0,0,0,0,1,0,,38,-1,-1,9,,1 2 4 6,1,1,0,1,0,1,0,0,0,0,0,0,,1 3 5 6,1,0,1,0,1,1,0,0,0,0,0,0,0,,2 3 7,0,1,1,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5 6 7 -44,0,0,0,1,1,1,1,1,0,0,0,people on medication for long term,1 4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,no,3,,2,,4 5,0,0,0,1,1,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,1,0,0,0,,3,0,0,1,0,0,0,0,,No,1,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,5,,,1,5,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,2,0,1,0,0,0,0,,4,0,0,0,1,0,0,0,0,0,0,,no,1,,,,,,,,,,3,3,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,2 5,0,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,1,0,,2 3 6,0,1,1,0,0,1,0,0,0,,2 5,0,1,0,0,1,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 16:38,1867,9079,-1,-44,0,0,0,0,0,0,0,0,1,Gurung,40,-1,-1,9,,1 2 4 5 -44,1,1,0,1,1,0,0,0,0,1,0,0,Jhadapakhala,1 3 6 9 -44,1,0,1,0,0,1,0,0,1,0,1,0,0,Sanitizer ko prayog garney,2 3 -44,0,1,1,0,0,0,0,0,0,1,0,0,"Mask, sanitizer lagayera",1 4,1,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5 6 -44,0,0,0,1,1,1,0,1,0,0,0,7 din samma ko sutkeri aama le,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,3,,1,,5 6 -44,0,0,0,0,1,1,0,1,0,0,"Rati paani peunu,",9,0,0,0,0,0,0,0,0,1,0,0,0,,-44,0,0,0,0,1,0,0,Balbalika ko lagi Pani Ra sabai ko lagi Pani khop aaos,,1,,,,,,,,,,,,1,1,0,0,0,0,0,2,8888,,,,8888,,,,,,,-44,0,0,0,0,0,0,0,1,0,0,,2,Jan-44,1,0,0,1,0,0,Ward le Pani herxa,8888,0,0,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,4,2,1,1,0,0,0,0,0,0,0,,Jan-44,1,0,0,0,0,0,1,0,Khop paye huntheo,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,-44,0,0,0,0,0,0,0,0,0,1,0,0,Kehi xaina,0,,,,,,,,,,,2,,1,Feb-44,0,1,0,0,0,0,1,0,0,Darauney,0,0,0,1,0,,-44,0,0,0,0,0,0,1,0,0,Samasya anusar ko upaye hunthiyo,2 6,0,1,0,0,0,1,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 16:40,1561,3301,-1,8,0,0,0,0,0,0,0,1,0,,2,-1,-1,30,,1 2 4 5,1,1,0,1,1,0,0,0,0,0,0,0,,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,,3 8,0,0,1,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5 6 7,0,0,0,0,1,1,1,0,0,0,0,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,no,3,,2,,5 6,0,0,0,0,1,1,0,0,0,0,,Mar-44,0,0,1,0,0,0,0,0,0,1,0,0,no medicine,Jan-44,1,0,0,0,1,0,0,vaccines,no,1,,,,,,,,,,,,1,1,0,0,0,0,0,1,8888,,,,8888,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,8888,0,0,0,0,1,0,,6,0,0,0,0,0,1,0,0,0,0,,no,1,,,,,,,,,,11,2,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Vaccines are needed.,6,0,0,0,0,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,0,,1,2 3,0,1,1,0,0,0,0,0,0,,0,0,0,1,0,,6,0,0,0,0,0,1,0,0,0,,2 8 9,0,1,0,0,0,0,0,1,1,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 16:43,1340,3544,-1,8,0,0,0,0,0,0,0,1,0,,2,-1,-1,6,,1 2 4 6,1,1,0,1,0,1,0,0,0,0,0,0,,1 3 5 6 7,1,0,1,0,1,1,1,0,0,0,0,0,0,,1 2 3 4 8,1,1,1,1,0,0,0,1,0,0,0,0,,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2 4 6,0,1,0,1,0,1,0,0,0,0,0,,1 4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,3,,1,,3 4,0,0,1,1,0,0,0,0,0,0,,1 2 4,1,1,0,1,0,0,0,0,0,0,0,0,,1 2 3 4,1,1,1,1,0,0,0,,,1,,,,,,,,,,,,2,0,1,0,0,0,0,,,,,,,,1,0,,,,1 4,1,0,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,3 6,0,0,1,0,0,1,0,0,0,0,,,1,,,,,,,,,,3,2,1,1,0,0,0,0,0,0,0,,1 2 9999,1,1,0,0,0,0,0,1,,1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,2 6 8 9,0,1,0,0,0,1,0,1,1,0,0,0,,0,,,,,,,,,,,2,,1,1 2 3 4,1,1,1,1,0,0,0,0,0,,1,1,0,0,0,,1 2 6,1,1,0,0,0,1,0,0,0,,1 2 3 8,1,1,1,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 16:59,1845,3592,-1,8,0,0,0,0,0,0,0,1,0,,2,-1,-1,31,,2 9 -44,0,1,0,0,0,0,0,0,1,1,0,0,Eye pain,1 4 6 9 -44,1,0,0,1,0,1,0,0,1,0,1,0,0,Ghar Mai basne,8,0,0,0,0,0,0,0,1,0,0,0,0,,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,5,,3,,Mar-44,0,0,1,0,0,0,0,1,0,0,Keeping in quarentine,5 7,0,0,0,0,1,0,1,0,0,0,0,0,,Mar-44,0,0,1,0,1,0,0,Better quarentine facilities,,1,,,,,,,,,,,,8888,0,0,0,0,1,0,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,2,8888,0,0,0,0,1,0,,-44,0,0,0,0,0,0,0,1,0,0,Keeping in quarentine,,1,,,,,,,,,,4,2,1,1,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-44,0,0,0,0,0,0,0,0,0,1,0,0,Covid lageko 6,8888,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,8888,0,0,0,0,0,0,0,1,0,,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 17:14,1672,3583,-1,5 8,0,0,0,0,1,0,0,1,0,,2,-1,-1,30,,1 2 3 6,1,1,1,0,0,1,0,0,0,0,0,0,,1 3 5 7,1,0,1,0,1,0,1,0,0,0,0,0,0,,1 2 3 8,1,1,1,0,0,0,0,1,0,0,0,0,,1 2,1,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5,0,0,0,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,,2,,2 3 5 6,0,1,1,0,1,1,0,0,0,0,,5,0,0,0,0,1,0,0,0,0,0,0,0,,1 2 3,1,1,1,0,0,0,0,,Protasahan bhata haru bhayo bhnee chai sajilo huntheyo .,1,,,,,,,,,,,,1 2,1,1,0,0,0,0,1,8888,,,,8888,,1,8888,,,,1,1,0,0,0,0,0,0,0,0,0,,2,2,0,1,0,0,0,0,,3 4 6,0,0,1,1,0,1,0,0,0,0,,,1,,,,,,,,,,4,3,1,1,0,0,0,0,0,0,0,,1 2,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2 6 7,0,1,0,0,0,1,1,0,0,0,0,0,,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,2 3 5,0,1,1,0,1,0,0,0,0,,1 3 8,1,0,1,0,0,0,0,1,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,
6/24/21 17:18,1151,284,-1,8,0,0,0,0,0,0,0,1,0,,69,-1,-1,4,,2 7,0,1,0,0,0,0,1,0,0,0,0,0,,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,,-44,0,0,0,0,0,0,0,0,0,1,0,0,Duri kayam rakhney,4,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4 5 6,0,0,0,1,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,3,,May-44,0,0,0,0,1,0,0,1,0,0,"Bhid bhad nagarney, 1 meter tadha bata Kura garney",9,0,0,0,0,0,0,0,0,1,0,0,0,,8888,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,1,1,0,0,0,0,0,3,1,,2,,1,7,,,,,,2,0,1,0,0,0,0,0,0,0,0,,1,8888,0,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,0,,,0,-44,0,0,0,0,1,0,0,Sutkeri bhayeko samaye theo,40,0,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Suahhara,-44,0,0,0,0,0,0,0,0,0,1,0,0,Kehi xaina,0,,,,,,,,,,,2,,0,,,,,,,,,,,,0,0,0,1,0,,3,0,0,1,0,0,0,0,0,0,,8888,0,0,0,0,0,0,0,0,0,0,0,1,0,,-1,-1,-1,-1,-1,-1,
